"bioID","firstName","middleName","lastName","nameGiven","fullGivenName","marriedName","nameNick","pos","firstseason","lastseason","height","weight","college","collegeOther","birthDate","birthCity","birthState","birthCountry","highSchool","hsCity","hsState","hsCountry","deathDate"
"millsta01w","Tausha","","Mills","","Tausha Mills","","","C","0","0","75","232","Alabama","","1976-02-29","","","","","","","","0000-00-00"
"miltode01w","DeLisha","Lachell","Milton-Jones","","DeLisha Milton-Jones","","","F","0","0","73","185","Florida","","1974-09-11","Jessup","GA","USA","Bradswell Institute","Hinesville","GA","USA","0000-00-00"
"mitchle01w","Leilani","","Mitchell","","Leilani Mitchell","","","G","0","0","65","130","Utah","","1985-06-15","","","","","","","","0000-00-00"
"mizrali01w","Limor","","Mizrachi","","Limor Mizrachi","","","G","0","0","67","130","Maryland","","1970-06-24","","","","","","","","0000-00-00"
"moeggli01w","Liz","","Moeggenberg","","Liz Moeggenberg","","","F","0","0","73","195","Michigan State","","1984-05-25","","","","","","","","0000-00-00"
"moisead01w","Adriana","","Moises Pinto","","Adriana Moises","","Adrianinha","G","0","0","66","140","","","1978-12-06","Franca","SPL","BRA","","","","","0000-00-00"
"mokanch01w","Chanel","Modiri","Mokango","","Chanel Mokango","","","F","0","0","77","0","Mississippi State (jr-sr)","Southeastern Illinois (fr-so)","1988-10-13","Kinshasa","","COD","","Kinshasa","","COD","0000-00-00"
"monroja01w","Jacinta","","Monroe","","Jacinta Monroe","","","C","0","0","77","162","Florida State","","1988-09-04","","","","Stranahan","Fort Lauderdale","FL","USA","0000-00-00"
"montaan01w","Anna","","Montanana Gimeno","","Anna Montanana","","","F","0","0","73","190","George Washington","","1980-10-24","Valencia","","ESP","","","","","0000-00-00"
"montgal01w","Alexandria","Rochell","Montgomery","","Alex Montgomery","","Alex","G-F","0","0","73","185","Georgia Tech","","1988-11-12","Tacoma","WA","USA","Lincoln","Tacoma","WA","USA","0000-00-00"
"montgre01w","Renee","","Montgomery","","Renee Montgomery","","","G","0","0","67","139","Connecticut","","1986-12-02","","","","","","","","0000-00-00"
"mooreja01w","Jackie","","Moore","","Jackie Moore","","","C","0","0","73","207","Long Beach State","","1979-11-06","","","","","","","","0000-00-00"
"mooreje01w","Jessica","","Moore","","Jessica Moore","","","F-C","0","0","75","175","Connecticut","","1982-07-09","","","","","","","","0000-00-00"
"moorelo01w","Loree","","Moore","","Loree Moore","","","G","0","0","69","165","Tennessee","","1983-03-21","","","","Narbonne","","CA","USA","0000-00-00"
"moorema01w","Maya","April","Moore","","Maya Moore","","","F","0","0","72","175","Connecticut","","1989-06-11","Jefferson City","MO","USA","Collins Hill","Suwanee","GA","USA","0000-00-00"
"moorena01w","Navonda","","Moore","","Navonda Moore","","","G","0","0","70","145","Alabama","","1984-11-04","","","","","","","","0000-00-00"
"moorepe01w","Penny","","Moore","","Penny Moore","","","F","0","0","72","135","Long Beach State","","1969-01-25","","","","","","","","0000-00-00"
"mooreta01w","Tamara","","Moore","","Tamara Moore","","","G-F","0","0","71","167","Wisconsin","","1980-04-11","","","","Minneapolis North","Minneapolis","MN","USA","0000-00-00"
"mooreyo01w","Yolanda","","Moore","","Yolanda Moore","","","F","0","0","72","174","Mississippi","","1974-07-01","Port Gibson","MS","USA","Port Gibson","Port Gibson","MS","USA","0000-00-00"
"moosca01w","Carolyn","","Moos","","Carolyn Moos","","","F-C","0","0","78","182","Stanford","","1978-05-23","","","","The Blake School","Wayzata","MN","USA","0000-00-00"
"morehmo01w","Monique","","Morehouse","","Monique Morehouse","","","F-C","0","0","75","175","Auburn","","1974-01-18","","","","","","","","0000-00-00"
"morgale01w","Leslie","","Morgan","","Leslie Morgan","","","F","0","0","73","0","Francis Marion","","1969-11-01","","","","","","","","0000-00-00"
"morrich01w","Cherilyn","","Morris","","Cherilyn Morris","","","F","0","0","0","0","Southern Nazarene","","0000-00-00","","","","","","","","0000-00-00"
"morrije01w","Jene","Nicole","Morris","","Jene Morris","","","G","0","0","69","146","San Diego State","","1987-07-21","San Francisco","CA","USA","Urban","San Francisco","CA","USA","0000-00-00"
"morrila01w","Laticia","","Morris","","Laticia Morris","","","F","0","0","73","160","Auburn","","1974-05-26","","","","","","","","0000-00-00"
"morrizi01w","Ziomara","Esket","Morrison Jana","","Ziomara Morrison","","","C","0","0","76","0","none","","1989-02-15","Santiago","","CHI","","","","","0000-00-00"
"mosbybe01w","Bernice","","Mosby","","Bernice Mosby","","","F","0","0","73","172","Baylor","Florida","1984-02-14","","","","","","","","0000-00-00"
"mosleju01w","Judy","","Mosley-McAfee","","Judy Mosley-McAfee","","","F","0","0","73","170","Hawai'i","","1968-03-17","","","","","","","","0000-00-00"
"moweje01w","Jennifer","","Mowe","","Jenny Mowe","","Jenny","C","0","0","77","236","Oregon","","1978-02-25","","","","Powers","Powers","OR","USA","0000-00-00"
"mulitna01w","Naomi","","Mulitauaopele","","Naomi Mulitauaopele","","","C","0","0","75","207","Stanford","","1976-03-06","","","","","","","","0000-00-00"
"murphma99w","Mary","","Murphy","","Mary Murphy","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"murphsh01w","Eshaya","","Murphy","","Shay Murphy","","Shay","G","0","0","71","164","USC","","1985-04-15","","","","","","","","0000-00-00"
"nagyan01w","Andrea","","Nagy","","Andrea Nagy","","","G","0","0","67","147","Florida International","","1971-11-16","","","","","","","","0000-00-00"
"nanch01w","Chen","","Nan","","Chen Nan","","","C","0","0","78","204","","","1983-01-06","Qingdao","","CHN","","","","","0000-00-00"
"ndiayas01w","Astou","","Ndiaye-Diatta","","Astou Ndiaye-Diatta","","","F-C","0","0","75","182","Southern Nazarene","","1973-11-05","Kaolack","","SEN","","","","","0000-00-00"
"ndongem01w","Emmeline","","Ndongue","","Emmeline Ndongue","","","C","0","0","74","170","","","1983-04-25","Auxerre","","FRA","","","","","0000-00-00"
"nemcoev01w","Eva","","Nemcova","","Eva Nemcova","","","F","0","0","74","178","","","1972-12-03","Prague","","TCH","","","","","0000-00-00"
"neroja01w","Jacque","","Nero","","Jacque Nero","","","F","0","0","71","180","Alabama-Birmingham","","1968-11-08","","","","","","","","0000-00-00"
"nevescl01w","Claudia","Maria","das Neves","","Claudia Neves","","Claudinha","G","0","0","68","136","","","1975-02-17","Guaraja","SPL","BRA","","","","","0000-00-00"
"newtoch01w","Chelsea","","Newton","","Chelsea Newton","","","G","0","0","71","154","Rutgers","","1983-02-17","","","","Carroll","Monroe","LA","USA","0000-00-00"
"ngarsch01w","Christelle","","N'Garsanet","","Christelle N'Garsanet","","","C","0","0","75","168","Missouri","","1983-06-23","","","","","","","","0000-00-00"
"ngoyibe01w","Bernadette","","Ngoyisa","","Bernadette Ngoyisa","","","C","0","0","76","195","","","1982-08-26","","","ZAI","","","","","0000-00-00"
"nichoti01w","Tina","","Nicholson","","Tina Nicholson","","","G","0","0","63","146","Penn State","","1973-09-27","","","","Downingtown","Downingtown","PA","USA","0000-00-00"
"nieuwma01w","Marlous","","Nieuwveen","","Marlous Nieuwveen","","","C","0","0","77","180","Valparaiso","","1980-04-12","","","","","","","","0000-00-00"
"nikolmi01w","Mila","","Nikolich","","Mila Nikolich","","","F","0","0","75","185","","","1971-07-04","","","","","","","","0000-00-00"
"nnamach01w","Chioma","","Nnamaka","","Chioma Nnamaka","","","G","0","0","72","156","Georgia Tech","","1985-06-15","","","","","","","","0000-00-00"
"nolande01w","Deanna","","Nolan","","Deanna Nolan","","","G-F","0","0","69","147","Georgia","","1979-08-25","","","","","","","","0000-00-00"
"novosna01w","Natalie","","Novosel","","Natalie Novosel","","","G","0","0","71","165","Notre Dame","","0000-00-00","","","","","","","","0000-00-00"
"nygaava01w","Vanessa","","Nygaard","","Vanessa Nygaard","","","F","0","0","73","166","Stanford","","1975-03-13","Scottsdale","AZ","USA","Carlsbad","Carlsbad","CA","USA","0000-00-00"
"ogayu01w","Yuko","","Oga","","Yuko Oga","","","G","0","0","66","140","","","1982-10-17","Yamagata City","","JPN","Nagoya College","Nagoya","","JPN","0000-00-00"
"ogwumnn01w","Nneka","","Ogwumike","","Nneka Ogwumike","","","F","0","0","74","0","Stanford","","1990-07-02","","","","Cy-Fair","Cypress","TX","USA","0000-00-00"
"oheaje01w","Jenna","","O'Hea","","Jenna O'Hea","","","G-F","0","0","73","174","Australian Institute of Sport","","1987-06-06","Traralgon","VIC","AUS","Caulfield Grammar","Melbourne","VIC","AUS","0000-00-00"
"ohldeni01w","Nicole","","Ohlde","","Nicole Ohlde","","","F-C","0","0","77","190","Kansas State","","1982-03-13","","","","","","","","0000-00-00"
"olajuab01w","Alon","Abisola Ariscate Ajo","Olajuwon","","Abi Olajuwon","","Abi","C","0","0","76","236","Oklahoma","","1988-07-06","Houston","TX","USA","Marlborough School","Los Angeles","CA","USA","0000-00-00"
"oneilkr01w","Kristen","","O'Neill","","Kristen O'Neill","","","G-F","0","0","73","158","Washington","","1983-04-12","","","","","","","","0000-00-00"
"orrki01w","Kira","","Orr","","Kira Orr","","","G","0","0","66","141","Duke","","1975-09-16","","","","","","","","0000-00-00"
"osburde01w","Debbie","","Osburn","","Debbie Osburn","Debbie Sporcich","","C","0","0","76","0","Oregon","","1972-02-11","","","","","","","","0000-00-00"
"osipoir01w","Irina","Viktorovna","Osipova","","Irina Osipova","","","C","0","0","77","190","","","1981-06-25","Moscow","RUS","URS","","","","","0000-00-00"
"overtbo99w","Bo","","Overton","","Bo Overton","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"owenhe01w","Heather","","Owen","","Heather Owen","","","F","0","0","77","212","Stanford","","1976-05-06","","","","Moscow","Moscow","ID","USA","0000-00-00"
"owenssh01w","Shantia","","Owens","","Shantia Owens","","","C","0","0","74","175","Kentucky","","1978-05-16","","","","","","","","0000-00-00"
"pageda01w","Danielle","","Page","","Danielle Page","","","F","0","0","74","179","Nebraska","","1986-11-14","","","","","","","","0000-00-00"
"pagemu01w","Murriel","","Page","","Murriel Page","","","F","0","0","74","160","Florida","","1975-09-18","","","","","","","","0000-00-00"
"paigeyo01w","Yolanda","","Paige","","Yolanda Paige","","","G","0","0","66","147","West Virginia","","1983-09-18","","","","","","","","0000-00-00"
"paliesa01w","Sabrina","","Palie","","Sabrina Palie","","","G","0","0","67","159","","","1981-07-23","","","","","","","","0000-00-00"
"palmewe01w","Wendy","","Palmer","","Wendy Palmer","","","F","0","0","74","165","Virginia","","1974-08-12","Timberlake","NC","USA","Person Senior","Roxboro","NC","USA","0000-00-00"
"parisco01w","Courtney","","Paris","","Courtney Paris","","","C","0","0","76","250","Oklahoma","","1987-09-21","","","","Piedmont","Piedmont","CA","USA","0000-00-00"
"parkeca01w","Candace","Nicole","Parker","","Candace Parker","Candace Williams","","F","0","0","76","175","Tennessee","","1986-04-19","St. Louis","MO","USA","Naperville Central","Naperville","IL","USA","0000-00-00"
"parsoca99w","Cathy","","Parson","","Cathy Parson","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"pascafl01w","Florina","","Pascalau","","Florina Pascalau","","","C","0","0","76","187","","","1982-01-19","","","","","","","","0000-00-00"
"paschti01w","Tia","","Paschal","","Tia Paschal","","","F","0","0","73","165","Florida State","","1969-03-22","","","","","","","","0000-00-00"
"pavlimi01w","Michaela","","Pavlickova","","Michaela Pavlickova","","","F-C","0","0","75","175","Denver","","1977-11-27","","","","","","","","0000-00-00"
"payeka01w","Kate","","Paye","","Kate Paye","","","G","0","0","68","150","Stanford","","1974-03-06","","","","","","","","0000-00-00"
"peckca99wc","Carolyn","","Peck","","Carolyn Peck","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"pederka01w","Kayla","","Pedersen","","Kayla Pedersen","","","F","0","0","76","190","Stanford","","1989-04-04","Flint","MI","USA","Red Mountain","Mesa","AZ","USA","0000-00-00"
"penicti01w","Ticha","","Penicheiro","","Ticha Penicheiro","","","G","0","0","71","145","Old Dominion","","1974-09-18","","","","","","","","0000-00-00"
"pennjo01w","Jocelyn","","Penn","","Jocelyn Penn","","","F","0","0","72","160","South Carolina","","1979-09-10","","","","","","","","0000-00-00"
"perazja01w","Jasmina","","Perazic-Gipe","","Jasmina Perazic-Gipe","","","G-F","0","0","72","170","Maryland","","1960-12-06","Novi Sad","SRB","YUG","","","","","0000-00-00"
"perkiji01w","Jia","","Perkins","","Jia Perkins","","","G","0","0","68","155","Texas Tech","","1982-02-23","","","","","","","","0000-00-00"
"perpeer01w","Erin","","Buescher Perperoglou","","Erin Buescher Perperoglou","Erin Perperoglou","","F-G","0","0","75","181","The Master's College","","1979-06-05","","","","","","","","0000-00-00"
"perroki01w","Kim","","Perrot","","Kim Perrot","","","G","0","0","65","130","SW Louisiana","","1967-01-18","","","","","","","","1999-08-19"
"peterde01w","Devereaux","","Peters","","Devereaux Peters","","","F","0","0","74","170","Notre Dame","","1989-10-08","","","","","","","","0000-00-00"
"petroso01w","Sonja","","Petrovic","","Sonja Petrovic","","","F","0","0","73","0","none","","1989-02-18","","","","","","","","0000-00-00"
"pettibr01w","Bridget","","Pettis","","Bridget Pettis","","","G","0","0","69","150","Florida","","1971-01-01","","","","","","","","0000-00-00"
"philler01w","Erin","Victoria","Phillips","","Erin Phillips","","","G","0","0","67","162","","","1985-05-19","Carlton","VIC","AUS","","","","","0000-00-00"
"phillpo01w","Porsha","Janel","Phillips","","Porsha Phillips","","","F","0","0","74","173","Georgia","","1988-01-13","Stone Mountain","GA","USA","Redan","Redan","GA","USA","0000-00-00"
"phillta01w","Tari","","Phillips","","Tari Phillips","","","F-C","0","0","74","200","Central Florida","","1969-03-06","","","","","","","","0000-00-00"
"phillta02w","Ta'shia","","Phillips","","Ta'shia Phillips","","","C","0","0","78","198","Xavier","","1989-01-24","Indianapolis","IN","USA","Brebeuf Jesuit","Indianapolis","IN","USA","0000-00-00"
"pierspl01w","Plenette","","Pierson","","Plenette Pierson","","","F-C","0","0","74","181","Texas Tech","","1981-08-30","","","","","","","","0000-00-00"
"plankju99w","Julie","","Plank","","Julie Plank","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"plowdvi01w","Vicki","","Plowden","","Vicki Plowden","","","F","0","0","72","0","Miami (FL)","","1971-07-22","","","","","","","","0000-00-00"
"pohleje01w","Jeanette","","Pohlen","","Jeanette Pohlen","","","G","0","0","72","179","Stanford","","1989-05-02","Downey","CA","USA","Brea-Olinda","Brea","CA","USA","0000-00-00"
"pollica01w","Catarina","","Pollini","","Catarina Pollini","","","F","0","0","77","165","Texas","","1966-03-16","Vicenza","","ITA","","","","","0000-00-00"
"pondeca01w","Cappie","Marie","Pondexter","","Cappie Pondexter","","","G","0","0","69","160","Rutgers","","1983-01-07","Oceanside","CA","USA","John Marshall Metro","Chicago","IL","USA","0000-00-00"
"potthan01w","Angie","","Potthoff","","Angie Potthoff","","","F","0","0","73","191","Penn State","","1974-06-12","","","","","","","","0000-00-00"
"powelel01w","Elaine","","Powell","","Elaine Powell","","","G","0","0","68","150","Louisiana State","","1975-08-09","","","","","","","","0000-00-00"
"powelni01w","Nicole","","Powell","","Nicole Powell","","","F","0","0","74","175","Stanford","","1982-06-22","","","","Mountain Pointe","Phoenix","AZ","USA","0000-00-00"
"prahasa01w","Samantha","","Prahalis","","Samantha Prahalis","","","G","0","0","67","129","Ohio State","","1990-01-23","","","","","","","","0000-00-00"
"pricear01w","Armintie","","Price","","Armintie Price","","","G-F","0","0","69","133","Mississippi","","1985-04-03","","","","","","","","0000-00-00"
"pricefr01w","Franthea","","Price","","Franthea Price","","","G","0","0","69","178","Iowa","","1968-04-28","","","","","","","","0000-00-00"
"priceka01w","Katrina","","Price","","Katrina Price","","","G","0","0","70","148","Stephen F. Austin","","1975-12-03","","","","LaVega","Waco","TX","USA","1999-01-18"
"pridely01w","Lynn","","Pride","","Lynn Pride","","","F-G","0","0","74","180","Kansas","","1978-10-16","","","","Sam Houston","Arlington","TX","USA","0000-00-00"
"princep01w","Ephiphanny","","Prince","","Epiphanny Prince","","","G","0","0","69","167","Rutgers","","1988-01-11","New York","NY","USA","Murry Bergtraum","New York","NY","USA","0000-00-00"
"pringla01w","LaToya","","Pringle","","LaToya Pringle","","","F-C","0","0","75","162","North Carolina","","1986-09-11","","","","","","","","0000-00-00"
"queenbr01w","Brooke","","Queenan","","Brooke Queenan","","","F","0","0","74","185","Boston College","","1984-04-10","","","","","","","","0000-00-00"
"quiglal01w","Allie","","Quigley","","Allie Quigley","","","G","0","0","70","140","DePaul","","1986-06-20","","","","Joliet Catholic Academy","Joliet","IL","USA","0000-00-00"
"quinnno01w","Noelle","","Quinn","","Noelle Quinn","","","G","0","0","72","175","UCLA","","1985-01-03","","","","Bishop Montgomery","Los Angeles","CA","USA","0000-00-00"
"quinnte01w","Texlin","","Quinney","","Texlin Quinney","","","F","0","0","76","165","Seton Hall","","1974-09-07","","","","","","","","0000-00-00"
"radunha01w","Hajdana","","Radunovic","","Hajdana Radunovic","","","C","0","0","75","187","","","1978-01-10","","","","","","","","0000-00-00"
"raglafe01w","Felicia","","Ragland","","Felicia Ragland","","","G","0","0","67","133","Oregon State","","1980-02-03","","","","","","","","0000-00-00"
"randase01w","Semeka","","Randall","","Semeka Randall","","","G","0","0","69","164","Tennessee","","1979-02-07","","","","Trinity","Cleveland","OH","USA","0000-00-00"
"rasmukr01w","Kristen","","Rasmussen","","Kristen Rasmussen","","","F","0","0","76","174","Michigan State","","1978-11-01","","","","","","","","0000-00-00"
"ravenbr01w","Brittainey","She Von","Raven","","Brittainey Raven","","","G","0","0","72","162","Texas","","1988-08-01","Albuquerque","NM","USA","North Crowley","Fort Worth","TX","USA","0000-00-00"
"raymost01w","Stephanie","","Raymond","","Stephanie Raymond","","","G","0","0","65","139","Northern Illinois","","1985-01-15","Rockford","IL","USA","Lutheran","Rockford","IL","USA","0000-00-00"
"raymota01w","Tamika","","Williams Raymond","","Tamika Williams Raymond","tamika raymond","","F","0","0","74","195","Connecticut","","1980-04-12","","","","Chaminade Julienne","Dayton","OH","USA","0000-00-00"
"reddja01w","Jamie","","Redd","","Jamie Redd","","","F","0","0","73","164","Washington","","1977-11-05","","","","International Studies","San Francisco","CA","USA","0000-00-00"
"redmoka01w","Katelan","","Redmon","","Katelan Redmon","","","G-F","0","0","73","0","Gonzaga","Washington","1988-10-11","","","","Lewis and Clark","Spokane","WA","USA","0000-00-00"
"reedbr01w","Brandy","","Reed","","Brandy Reed","","","F","0","0","73","168","Southern Mississippi","","1977-02-17","","","","","","","","0000-00-00"
"reedch01w","Chastity","","Reed","","Chastity Reed","","","F","0","0","73","165","Arkansas-Little Rock","","1989-03-28","New Orleans","LA","USA","","","","","0000-00-00"
"reedmi01w","Michelle","","Reed","","Michelle Reed","","","G","0","0","71","165","Western Kentucky","","1973-05-24","","","","","","","","0000-00-00"
"reevech99wc","Cheryl","","Reeve","","Cheryl Reeve","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"reidtr01w","Tracy","","Reid","","Tracy Reid","","","F","0","0","71","150","North Carolina","","1976-11-01","","","","","","","","0000-00-00"
"reissta01w","Tammi","","Reiss","","Tammi Reiss","","","G","0","0","66","129","Virginia","","1970-04-02","","","","","","","","0000-00-00"
"resska01w","Kathrin","","Ress","","Kathrin Ress","","","F","0","0","76","194","Boston College","","1985-06-26","Salorno","","ITA","Mount de Chantal Visitation Academy","Wheeling","WV","USA","0000-00-00"
"reynoch01w","Chontel","","Reynolds","","Chontel Reynolds","","","F","0","0","74","180","Houston","","1972-02-08","","","","","","","","0000-00-00"
"richano99wc","Nolan","","Richardson","","Nolan Richardson","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"rileyan01w","Andrea","","Riley","","Andrea Riley","","","G","0","0","65","136","Oklahoma State","","1988-07-22","Dallas","TX","USA","Lincoln","Dallas","TX","USA","0000-00-00"
"rileyru01w","Ruth","Ellen","Riley","","Ruth Riley","","","C","0","0","77","198","Notre Dame","","1979-08-28","Ransom","KS","USA","","","","","0000-00-00"
"rizzoje01w","Jennifer","","Rizzotti","","Jennifer Rizzotti","","","G","0","0","66","146","Connecticut","","1974-05-15","","","","","","","","0000-00-00"
"roberav01w","Averill","","Roberts","","Averill Roberts","","","G","0","0","69","145","Ohio State","","1970-01-29","","","","","","","","0000-00-00"
"roberny01w","Nyree","","Roberts","","Nyree Roberts","","","C","0","0","75","209","Old Dominion","","1976-03-10","","","","","","","","0000-00-00"
"robertr99w","Trish","","Roberts","","Trish Roberts","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"robinas01w","Ashley","","Robinson","","Ashley Robinson","","","C","0","0","76","180","Tennessee","","1982-08-12","","","","South Grand Prairie","Grand Prairie","TX","USA","0000-00-00"
"robincr01w","Crystal","","Robinson","","Crystal Robinson","","","F-G","0","0","71","155","SE Oklahoma State","","1974-01-22","","","","Atoka","Atoka","OK","USA","0000-00-00"
"robinda01w","Danielle","","Robinson","","Danielle Robinson","","","G","0","0","69","125","Oklahoma","","1989-05-10","San Jose","CA","USA","","","","","0000-00-00"
"robinre01w","Renee","","Robinson","","Renee Robinson","","","G","0","0","71","166","Virginia","","1978-06-15","","","","","","","","0000-00-00"
"robinsc01w","Scholanda","","Robinson Dorrell","","Scholanda Robinson Dorrell","Scholanda Dorrell","","G","0","0","71","155","Louisiana State","","1983-01-09","","","","","","","","0000-00-00"
"rolanja01w","Jannon","","Roland","","Jannon Roland","","","G-F","0","0","73","167","Purdue","","1975-02-03","","","","Urbana","Urbana","OH","USA","0000-00-00"
"rollitr01w","Tree","","Rollins","","Tree Rollins","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"rossad01w","Adrianne","","Ross","","Adrianne Ross","","","G","0","0","68","142","Texas Christian","","1984-11-23","","","","","","","","0000-00-00"
"rossca99wc","Carol","","Ross","","Carol Ross","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"rothsro99w","Ron","","Rothstein","","Ron Rothstein","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"rouilni01w","Nikki","","Rouillard","","Nikki Rouillard","","","G","0","0","67","130","Loyola Marymount","","1970-01-23","","","","","","","","0000-00-00"
"roundsa01w","Saudia","","Roundtree","","Saudia Roundtree","","","G","0","0","67","145","Georgia","","1976-10-04","","","","Westside","Anderson","SC","USA","0000-00-00"
"roussju99w","Julie","","Rousseau","","Julie Rousseau","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"ruffje01w","Jenni","","Ruff","","Jenni Ruff","","","G-F","0","0","71","140","Washington State","","1974-09-12","","","","","","","","0000-00-00"
"rushle01w","Leah","","Rush","","Leah Rush","","","F","0","0","73","175","Oklahoma","","1984-10-25","","","","","","","","0000-00-00"
"ryankr01w","Kristy","","Ryan","","Kristy Ryan","","","F","0","0","71","150","Sacramento State","","1972-11-19","","","","","","","","0000-00-00"
"rycraeu01w","Eugenia","","Rycraw","","Eugenia Rycraw","","","C","0","0","75","175","Cal State Fullerton","","1968-12-06","","","","","","","","0000-00-00"
"salesny01w","Nykesha","","Sales","","Nykesha Sales","","","G-F","0","0","72","184","Connecticut","","1976-05-10","","","","Bloomfield","Bloomfield","CT","USA","0000-00-00"
"sampsch01w","Charisse","","Sampson","","Charisse Sampson","","","G","0","0","71","175","Kansas","","1974-09-01","","","","Washington","Los Angeles","CA","USA","0000-00-00"
"sampsto01w","Tonya","","Sampson","","Tonya Sampson","","","G","0","0","70","0","North Carolina","","1972-03-02","","","","","","","","0000-00-00"
"samsh01w","Sheri","","Sam","","Sheri Sam","","","F-G","0","0","72","160","Vanderbilt","","1974-05-05","","","","","","","","0000-00-00"
"sanchis01w","Isabel","","Sanchez Fernandez","","Isabel Sanchez","","","G","0","0","70","152","","","1976-11-28","Seville","","ESP","","","","","0000-00-00"
"sandeam01w","Amy","","Sanders","","Amy Sanders","","","G","0","0","71","156","Hawai'i","","1983-06-05","","","","","","","","0000-00-00"
"sandish01w","Shelley","Ann","Gorman- Sandie","","Shelley Sandie","Shelley Ann Sandie","","G","0","0","72","145","","","1969-01-22","Melbourne","VIC","AUS","","","","","0000-00-00"
"sanfona01w","Nakia","","Sanford","","Nakia Sanford","","","F-C","0","0","76","200","Kansas","","1976-05-10","","","","","","","","0000-00-00"
"sanniol01w","Olayinka","","Sanni","","Olayinka Sanni","","","C","0","0","74","0","West Virginia","","1986-08-21","","","","","","","","0000-00-00"
"santoal01w","Alessandra","","dos Santos de Oliveira","","Alessandra Santos de Oliveira","","","C","0","0","77","181","","","1973-12-02","Sao Paulo","SPL","BRA","","","","","0000-00-00"
"santoke01w","Kelly","Silva","dos Santos","","Kelly Santos","","","F","0","0","75","188","","","1979-11-10","Sao Paulo","SPL","BRA","","","","","0000-00-00"
"sarenra01w","Rankica","","Sarenac","","Rankica Sarenac","","","C","0","0","78","222","","","1974-06-27","","","","","","","","0000-00-00"
"sauerpa01w","Paige","","Sauer","","Paige Sauer","","","C","0","0","76","203","Connecticut","","1977-12-08","","","","Carl Albert","Midwest City","OK","USA","0000-00-00"
"saundja01w","Jaynetta","","Saunders","","Jaynetta Saunders","","","F","0","0","71","145","Texas A&M","","1979-08-21","","","","","","","","0000-00-00"
"saureau01w","Audrey","","Sauret","","Audrey Sauret","Audrey Gillespie","","G","0","0","70","163","","","1976-10-31","Charleville-Mezieres","","FRA","","","","","0000-00-00"
"savasla01w","Laure","","Savasta","","Laure Savasta","","","G","0","0","68","134","Washington","","1974-03-18","Marseilles","","FRA","","","","","0000-00-00"
"schumke01w","Kelly","","Schumacher","","Kelly Schumacher","","","C","0","0","77","183","Connecticut","","1977-10-14","","","","","","","","0000-00-00"
"schwege01w","Georgia","","Schweitzer","","Georgia Schweitzer","","","G-F","0","0","72","160","Duke","","1979-01-31","","","","","","","","0000-00-00"
"scottol01w","Olympia","","Scott","","Olympia Scott","","","C","0","0","74","175","Stanford","","1976-08-05","","","","St. Bernard","Los Angeles","CA","USA","0000-00-00"
"scottra01w","Raegan","","Scott","","Raegan Scott","Raegan Scott-Pebley","","F","0","0","75","169","Colorado","","1975-08-12","","","","","","","","0000-00-00"
"shakiel01w","Elena","Rafaelovna","Shakirova (nee Bunatyants)","","Elena Shakirova","","","F-C","0","0","75","190","","","1970-06-02","Mary","TKM","URS","","","","","0000-00-00"
"sharpkb01w","Kristen","Brooke","Sharp","","K.B. Sharp","","K.B.","G","0","0","69","145","Cincinnati","","1981-04-18","","","","","","","","0000-00-00"
"sharpli99w","Linda","","Sharp","","Linda Sharp","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"sheetsh01w","Shelley","","Sheetz","","Shelley Sheetz","","","G","0","0","66","130","Colorado","","1975-08-15","","","","","","","","0000-00-00"
"shegoch01w","Chalysa","Janee","Shegog","","Chay Shegog","","Chay","C","0","0","77","0","North Carolina","","1990-02-22","San Diego","CA","USA","Brooke Point","Stafford","VA","USA","0000-00-00"
"shielas01w","Ashley","","Shields","","Ashley Shields","","","G","0","0","70","155","SW Tennessee CC","","1985-07-15","","","","","","","","0000-00-00"
"shudlca01w","Carol Ann","","Shudlick","","Carol Ann Shudlick","Carol Ann Smith","","C","0","0","72","0","Minnesota","","1972-05-13","","","","","","","","0000-00-00"
"shulead01w","Adrienne","","Shuler","","Adrienne Shuler","","","G","0","0","66","153","Georgia","","1969-04-24","","","","","","","","0000-00-00"
"shumajo01w","John","","Shumate","","John Shumate","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"simondy01w","Dymond","","Simon","","Dymond Simon","","","G","0","0","65","137","Arizona State","","1989-09-29","","","","St. Mary's","Phoenix","AZ","USA","0000-00-00"
"simpsda01w","Darla","","Simpson","","Darla Simpson","","","F","0","0","75","160","Houston","","1969-04-11","","","","","","","","0000-00-00"
